Nom SAQ,Nom LCBO,Prix SAQ,Prix LCBO,Différence,Pourc,Volume SAQ,Volume LCBO,Type SAQ,Type LCBO,Catégorie,image SAQ,image LCBO
Wolf Blass Eaglehawk Shiraz,Wolf Blass Eaglehawk Shiraz,"14,2","6,95","7,25","104,3%",750,750,Vin rouge,Red Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/10496986-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/589564/images/full.jpeg
Wolf Blass Red Label Shiraz / Cabernet-Sauvignon,Wolf Blass Red Label Shiraz Cabernet Sauvignon,"16,05","14,95","1,1","7,4%",750,750,Vin rouge,Red Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/00311795-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/311795/images/full.jpeg
Wolf Blass Yellow Label Cabernet-Sauvignon,Wolf Blass Yellow Label Cabernet Sauvignon,11,"9,94","1,06","10,7%",375,375,Vin rouge,Red Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/00394890-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/15941/images/full.jpeg
Wolf Blass Yellow Label Cabernet-Sauvignon,Wolf Blass Yellow Label Cabernet Sauvignon,18,"16,95","1,05","6,2%",750,750,Vin rouge,Red Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/00251876-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/251876/images/full.jpeg
Wolf Blass Yellow Label Shiraz,Wolf Blass Yellow Label Shiraz,"18,8","16,95","1,85","10,9%",750,750,Vin rouge,Red Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/00506691-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/506691/images/full.jpeg
Wolfberger Signature Riesling 2013,Wolfberger Signature Riesling 2013,"19,7","16,95","2,75","16,2%",750,750,Vin blanc,White Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/11904486-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/398164/images/full.jpeg
Woodbridge Cabernet-Sauvignon,Woodbridge by Robert Mondavi Cabernet Sauvignon,"15,45","12,95","2,5","19,3%",750,750,Vin rouge,Red Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/00048611-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/48611/images/full.jpeg
Woodbridge Merlot,Woodbridge by Robert Mondavi Merlot,"15,45","12,95","2,5","19,3%",750,750,Vin rouge,Red Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/00494492-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/494492/images/full.jpeg
Woodbridge Pinot Grigio,Woodbridge by Robert Mondavi Pinot Grigio,"14,75","11,95","2,8","23,4%",750,750,Vin blanc,White Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/11133167-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/523431/images/full.jpeg
Woodbridge Sauvignon Blanc,Woodbridge by Robert Mondavi Sauvignon Blanc,"14,75","12,45","2,3","18,5%",750,750,Vin blanc,White Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/00040501-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/40501/images/full.jpeg
Wyborowa,Wyborowa Vodka,"33,75","39,15","-5,4","-13,8%",1140,1140,Vodka,Vodka,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/11420060-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/211110/images/full.jpeg
Wyndham Estate Bin 222 Chardonnay,Wyndham Est Bin 222 Chardonnay,"14,8","12,95","1,85","14,3%",750,750,Vin blanc,White Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/00093401-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/93401/images/full.jpeg
Wyndham Estate Bin 444 Cabernet-Sauvignon,Wyndham Est Bin 444 Cabernet Sauvignon,"17,45","15,95","1,5","9,4%",750,750,Vin rouge,Red Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/00110486-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/110486/images/full.jpeg
Wyndham Estate Bin 555 Shiraz,Wyndham Estate Bin 555 Shiraz,"18,8","15,95","2,85","17,9%",750,750,Vin rouge,Red Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/00189415-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/189415/images/full.jpeg
Wynns Coonawarra Shiraz 2012,Wynns Coonawarra Estate Shiraz 2012,"22,5","22,95","-0,45","-2,0%",750,750,Vin rouge,Red Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/00433060-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/433060/images/full.jpeg
Yalumba The Guardian Shiraz / Viognier 2010,Yalumba the Guardian Shiraz / Viognier 2010,"22,9","21,95","0,95","4,3%",750,750,Vin rouge,Red Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/00524926-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/396499/images/full.jpeg
Yangarra Estate Shiraz 2012,Yangarra Shiraz 2012,"33,5","27,25","6,25","22,9%",750,750,Vin rouge,Red Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/12125679-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/911974/images/full.jpeg
Yellow Tail Cabernet-Sauvignon,Yellow Tail Cabernet Sauvignon,"13,45","11,95","1,5","12,6%",750,750,Vin rouge,Red Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/11254049-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/621623/images/full.jpeg
Yellow Tail Chardonnay,Yellow Tail Chardonnay,"14,1","10,95","3,15","28,8%",750,750,Vin blanc,White Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/10427171-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/627802/images/full.jpeg
Yellow Tail Shiraz,Yellow Tail Shiraz,"13,95","11,95",2,"16,7%",750,750,Vin rouge,Red Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/10427163-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/624544/images/full.jpeg
Yeni Raki,Yeni Raki,"30,25","29,95","0,3","1,0%",700,700,Alcool anisé - Raki,Liqueur/Liquor,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/10936355-1?&scl=1,
Young's Double Chocolate Stout,Youngs Double Chocolate Stout,"4,65","3,65",1,"27,4%",500,500,Bière brune de type Ale,Ale,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/11801137-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/486951/images/full.jpeg
Zoladkowa Gorzka,Wódka Zoladkowa Gorzka,"24,45","25,35","-0,9","-3,6%",750,750,Vodka aromatisée (herbe),Vodka,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/10885965-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/547679/images/full.jpeg
Zonin Velluto Veneto,Zonin Velluto Veneto IGT,"15,95","16,95",-1,"-5,9%",750,750,Vin rouge,Red Wine,Vin,http://s7d9.scene7.com/is/image/SAQ/11975495-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/380881/images/full.jpeg
Zubrowka,Zubrowka Bison Vodka,"26,25","26,95","-0,7","-2,6%",750,750,Vodka aromatisée (herbe de b...,Vodka,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/00035840-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/35840/images/full.jpeg
Zywiec,Zywiec Beer,"3,05","2,45","0,6","24,5%",500,500,Bière dorée de type Lager,Lager,"Bières, spiritueux et autres",http://s7d9.scene7.com/is/image/SAQ/11944411-1?&scl=1,https://dx5vpyka4lqst.cloudfront.net/products/331280/images/full.jpeg
